"DateTime","Electrical ( kWh )"
"2016-07-14 00:00:00",7827
"2016-07-15 00:00:00",7529
"2016-07-16 00:00:00",7188
"2016-07-17 00:00:00",6427
"2016-07-18 00:00:00",8070
"2016-07-19 00:00:00",8048
"2016-07-20 00:00:00",7942
"2016-07-21 00:00:00",7908
"2016-07-22 00:00:00",8009
"2016-07-23 00:00:00",7011
"2016-07-24 00:00:00",6098
"2016-07-25 00:00:00",7505
"2016-07-26 00:00:00",7911
"2016-07-27 00:00:00",8165
"2016-07-28 00:00:00",8019
"2016-07-29 00:00:00",7860
"2016-07-30 00:00:00",6917
"2016-07-31 00:00:00",6769
"2016-08-01 00:00:00",7803
"2016-08-02 00:00:00",8363
"2016-08-03 00:00:00",8272
"2016-08-04 00:00:00",8175
"2016-08-05 00:00:00",8102
"2016-08-06 00:00:00",7190
"2016-08-07 00:00:00",7150
"2016-08-08 00:00:00",8150
"2016-08-09 00:00:00",8179
"2016-08-10 00:00:00",8284
"2016-08-11 00:00:00",8146
"2016-08-12 00:00:00",8023
"2016-08-13 00:00:00",6664
"2016-08-14 00:00:00",6249
"2016-08-15 00:00:00",6775
"2016-08-16 00:00:00",6678
"2016-08-17 00:00:00",7034
"2016-08-18 00:00:00",7327
"2016-08-19 00:00:00",7041
"2016-08-20 00:00:00",6195
"2016-08-21 00:00:00",5847
"2016-08-22 00:00:00",7022
"2016-08-23 00:00:00",7555
"2016-08-24 00:00:00",7965
"2016-08-25 00:00:00",7970
"2016-08-26 00:00:00",7755
"2016-08-27 00:00:00",6771
"2016-08-28 00:00:00",6361
"2016-08-29 00:00:00",7951
"2016-08-30 00:00:00",8090
"2016-08-31 00:00:00",8168
"2016-09-01 00:00:00",8246
"2016-09-02 00:00:00",7738
"2016-09-03 00:00:00",6405
"2016-09-04 00:00:00",6300
"2016-09-05 00:00:00",6388
"2016-09-06 00:00:00",8007
"2016-09-07 00:00:00",8134
"2016-09-08 00:00:00",8041
"2016-09-09 00:00:00",7865
"2016-09-10 00:00:00",6541
"2016-09-11 00:00:00",6252
"2016-09-12 00:00:00",7995
"2016-09-13 00:00:00",8156
"2016-09-14 00:00:00",8073
"2016-09-15 00:00:00",8122
"2016-09-16 00:00:00",7779
"2016-09-17 00:00:00",6899
"2016-09-18 00:00:00",6609
"2016-09-19 00:00:00",8388
"2016-09-20 00:00:00",8500
"2016-09-21 00:00:00",8093
"2016-09-22 00:00:00",8085
"2016-09-23 00:00:00",7778
"2016-09-24 00:00:00",6437
"2016-09-25 00:00:00",6030
"2016-09-26 00:00:00",7243
"2016-09-27 00:00:00",7579
"2016-09-28 00:00:00",7621
"2016-09-29 00:00:00",7664
"2016-09-30 00:00:00",7159
"2016-10-01 00:00:00",6006
"2016-10-02 00:00:00",5860
"2016-10-03 00:00:00",7479
"2016-10-04 00:00:00",7730
"2016-10-05 00:00:00",7875
"2016-10-06 00:00:00",7875
"2016-10-07 00:00:00",7875
"2016-10-08 00:00:00",7875
"2016-10-09 00:00:00",7875
"2016-10-10 00:00:00",7506
"2016-10-11 00:00:00",7564
"2016-10-12 00:00:00",7656
"2016-10-13 00:00:00",7840
"2016-10-14 00:00:00",7840
"2016-10-15 00:00:00",7840
"2016-10-16 00:00:00",7840
"2016-10-17 00:00:00",7840
"2016-10-18 00:00:00",7792
"2016-10-19 00:00:00",7915
"2016-10-20 00:00:00",7814
"2016-10-21 00:00:00",7357
"2016-10-22 00:00:00",6105
"2016-10-23 00:00:00",5797
"2016-10-24 00:00:00",7337
"2016-10-25 00:00:00",7546
"2016-10-26 00:00:00",7562
"2016-10-27 00:00:00",7586
"2016-10-28 00:00:00",7312
"2016-10-29 00:00:00",5989
"2016-10-30 00:00:00",6050
"2016-10-31 00:00:00",7333
"2016-11-01 00:00:00",7741
"2016-11-02 00:00:00",7642
"2016-11-03 00:00:00",7644
"2016-11-04 00:00:00",7287
"2016-11-05 00:00:00",6007
"2016-11-06 00:00:00",6077
"2016-11-07 00:00:00",7081
"2016-11-08 00:00:00",7419
"2016-11-09 00:00:00",7421
"2016-11-10 00:00:00",7575
"2016-11-11 00:00:00",7361
"2016-11-12 00:00:00",6172
"2016-11-13 00:00:00",6206
"2016-11-14 00:00:00",7550
"2016-11-15 00:00:00",7593
"2016-11-16 00:00:00",7383
"2016-11-17 00:00:00",7613
"2016-11-18 00:00:00",7396
"2016-11-19 00:00:00",6329
"2016-11-20 00:00:00",6199
"2016-11-21 00:00:00",7373
"2016-11-22 00:00:00",7370
"2016-11-23 00:00:00",6527
"2016-11-24 00:00:00",4796
"2016-11-25 00:00:00",4869
"2016-11-26 00:00:00",4866
"2016-11-27 00:00:00",4969
"2016-11-28 00:00:00",7505
"2016-11-29 00:00:00",7500
"2016-11-30 00:00:00",7611
"2016-12-01 00:00:00",7591
"2016-12-02 00:00:00",7384
"2016-12-03 00:00:00",6206
"2016-12-04 00:00:00",6135
"2016-12-05 00:00:00",7403
"2016-12-06 00:00:00",7517
"2016-12-07 00:00:00",7615
"2016-12-08 00:00:00",7138
"2016-12-09 00:00:00",7364
"2016-12-10 00:00:00",6948
"2016-12-11 00:00:00",6497
"2016-12-12 00:00:00",7899
"2016-12-13 00:00:00",7848
"2016-12-14 00:00:00",7579
"2016-12-15 00:00:00",7361
"2016-12-16 00:00:00",7219
"2016-12-17 00:00:00",6447
"2016-12-18 00:00:00",6029
"2016-12-19 00:00:00",7494
"2016-12-20 00:00:00",7103
"2016-12-21 00:00:00",7136
"2016-12-22 00:00:00",6404
"2016-12-23 00:00:00",4609
"2016-12-24 00:00:00",4468
"2016-12-25 00:00:00",4380
"2016-12-26 00:00:00",4501
"2016-12-27 00:00:00",4813
"2016-12-28 00:00:00",4891
"2016-12-29 00:00:00",4703
"2016-12-30 00:00:00",5098
"2016-12-31 00:00:00",4735
"2017-01-01 00:00:00",4951
"2017-01-02 00:00:00",6813
"2017-01-03 00:00:00",6578
"2017-01-04 00:00:00",6645
"2017-01-05 00:00:00",6727
"2017-01-06 00:00:00",6927
"2017-01-07 00:00:00",6853
"2017-01-08 00:00:00",6512
"2017-01-09 00:00:00",7053
"2017-01-10 00:00:00",7251
"2017-01-11 00:00:00",7362
"2017-01-12 00:00:00",7151
"2017-01-13 00:00:00",7102
"2017-01-14 00:00:00",6232
"2017-01-15 00:00:00",5942
"2017-01-16 00:00:00",6398
"2017-01-17 00:00:00",7314
"2017-01-18 00:00:00",7678
"2017-01-19 00:00:00",7610
"2017-01-20 00:00:00",7527
"2017-01-21 00:00:00",6878
"2017-01-22 00:00:00",6300
"2017-01-23 00:00:00",7400
"2017-01-24 00:00:00",7359
"2017-01-25 00:00:00",7302
"2017-01-26 00:00:00",7312
"2017-01-27 00:00:00",7047
"2017-01-28 00:00:00",6048
"2017-01-29 00:00:00",6085
"2017-01-30 00:00:00",7254
"2017-01-31 00:00:00",7283
"2017-02-01 00:00:00",7450
"2017-02-02 00:00:00",7360
"2017-02-03 00:00:00",7290
"2017-02-04 00:00:00",6471
"2017-02-05 00:00:00",6331
"2017-02-06 00:00:00",7337
"2017-02-07 00:00:00",7448
"2017-02-08 00:00:00",7462
"2017-02-09 00:00:00",7434
"2017-02-10 00:00:00",7175
"2017-02-11 00:00:00",6175
"2017-02-12 00:00:00",6199
"2017-02-13 00:00:00",7228
"2017-02-14 00:00:00",7391
"2017-02-15 00:00:00",7390
"2017-02-16 00:00:00",7416
"2017-02-17 00:00:00",7119
"2017-02-18 00:00:00",6082
"2017-02-19 00:00:00",6180
"2017-02-20 00:00:00",7189
"2017-02-21 00:00:00",7308
"2017-02-22 00:00:00",7334
"2017-02-23 00:00:00",7408
"2017-02-24 00:00:00",7245
"2017-02-25 00:00:00",6554
"2017-02-26 00:00:00",6368
"2017-02-27 00:00:00",7345
"2017-02-28 00:00:00",7500
"2017-03-01 00:00:00",7388
"2017-03-02 00:00:00",7322
"2017-03-03 00:00:00",7115
"2017-03-04 00:00:00",6262
"2017-03-05 00:00:00",6297
"2017-03-06 00:00:00",7334
"2017-03-07 00:00:00",7412
"2017-03-08 00:00:00",7362
"2017-03-09 00:00:00",7352
"2017-03-10 00:00:00",7167
"2017-03-11 00:00:00",6205
"2017-03-12 00:00:00",5731
"2017-03-13 00:00:00",6475
"2017-03-14 00:00:00",6452
"2017-03-15 00:00:00",6420
"2017-03-16 00:00:00",6365
"2017-03-17 00:00:00",6352
"2017-03-18 00:00:00",6060
"2017-03-19 00:00:00",6143
"2017-03-20 00:00:00",7264
"2017-03-21 00:00:00",7334
"2017-03-22 00:00:00",7360
"2017-03-23 00:00:00",7287
"2017-03-24 00:00:00",7016
"2017-03-25 00:00:00",5900
"2017-03-26 00:00:00",6137
"2017-03-27 00:00:00",7066
"2017-03-28 00:00:00",7204
"2017-03-29 00:00:00",7179
"2017-03-30 00:00:00",7244
"2017-03-31 00:00:00",7016
"2017-04-01 00:00:00",6077
"2017-04-02 00:00:00",6091
"2017-04-03 00:00:00",7070
"2017-04-04 00:00:00",7134
"2017-04-05 00:00:00",6979
"2017-04-06 00:00:00",7065
"2017-04-07 00:00:00",6835
"2017-04-08 00:00:00",6142
"2017-04-09 00:00:00",6090
"2017-04-10 00:00:00",7154
"2017-04-11 00:00:00",7185
"2017-04-12 00:00:00",7201
"2017-04-13 00:00:00",7065
"2017-04-14 00:00:00",6729
"2017-04-15 00:00:00",5739
"2017-04-16 00:00:00",5799
"2017-04-17 00:00:00",6966
"2017-04-18 00:00:00",7051
"2017-04-19 00:00:00",7120
"2017-04-20 00:00:00",7090
"2017-04-21 00:00:00",6961
"2017-04-22 00:00:00",6130
"2017-04-23 00:00:00",6108
"2017-04-24 00:00:00",7072
"2017-04-25 00:00:00",7092
"2017-04-26 00:00:00",7174
"2017-04-27 00:00:00",7350
"2017-04-28 00:00:00",7170
"2017-04-29 00:00:00",6426
"2017-04-30 00:00:00",6271
"2017-05-01 00:00:00",7030
"2017-05-02 00:00:00",7371
"2017-05-03 00:00:00",7339
"2017-05-04 00:00:00",7064
"2017-05-05 00:00:00",7014
"2017-05-06 00:00:00",6103
"2017-05-07 00:00:00",6165
"2017-05-08 00:00:00",6899
"2017-05-09 00:00:00",6786
"2017-05-10 00:00:00",6804
"2017-05-11 00:00:00",6740
"2017-05-12 00:00:00",6579
"2017-05-13 00:00:00",5761
"2017-05-14 00:00:00",5858
"2017-05-15 00:00:00",6596
"2017-05-16 00:00:00",6494
"2017-05-17 00:00:00",6273
"2017-05-18 00:00:00",6300
"2017-05-19 00:00:00",6115
"2017-05-20 00:00:00",5435
"2017-05-21 00:00:00",5366
"2017-05-22 00:00:00",6069
"2017-05-23 00:00:00",6079
"2017-05-24 00:00:00",6064
"2017-05-25 00:00:00",6028
"2017-05-26 00:00:00",5944
"2017-05-27 00:00:00",5465
"2017-05-28 00:00:00",5405
"2017-05-29 00:00:00",5483
"2017-05-30 00:00:00",6049
"2017-05-31 00:00:00",6085
"2017-06-01 00:00:00",6209
"2017-06-02 00:00:00",6139
"2017-06-03 00:00:00",5389
"2017-06-04 00:00:00",5415
"2017-06-05 00:00:00",6182
"2017-06-06 00:00:00",6314
"2017-06-07 00:00:00",6402
"2017-06-08 00:00:00",6508
"2017-06-09 00:00:00",6312
"2017-06-10 00:00:00",5410
"2017-06-11 00:00:00",5435
"2017-06-12 00:00:00",6283
"2017-06-13 00:00:00",6467
"2017-06-14 00:00:00",6430
"2017-06-15 00:00:00",6385
"2017-06-16 00:00:00",6309
"2017-06-17 00:00:00",5693
"2017-06-18 00:00:00",5672
"2017-06-19 00:00:00",6425
"2017-06-20 00:00:00",6558
"2017-06-21 00:00:00",6536
"2017-06-22 00:00:00",6525
"2017-06-23 00:00:00",6453
"2017-06-24 00:00:00",5548
"2017-06-25 00:00:00",5462
"2017-06-26 00:00:00",6134
"2017-06-27 00:00:00",5970
"2017-06-28 00:00:00",6157
"2017-06-29 00:00:00",6238
"2017-06-30 00:00:00",5961
"2017-07-01 00:00:00",5093
"2017-07-02 00:00:00",5171
"2017-07-03 00:00:00",5735
"2017-07-04 00:00:00",5301
"2017-07-05 00:00:00",6075
"2017-07-06 00:00:00",6160
"2017-07-07 00:00:00",5992
"2017-07-08 00:00:00",5246
"2017-07-09 00:00:00",5152
"2017-07-10 00:00:00",5854
"2017-07-11 00:00:00",6274
"2017-07-12 00:00:00",6159
"2017-07-13 00:00:00",6101
"2017-07-14 00:00:00",6009
"2017-07-15 00:00:00",5131
"2017-07-16 00:00:00",5041
"2017-07-17 00:00:00",5983
"2017-07-18 00:00:00",6032
"2017-07-19 00:00:00",6058
"2017-07-20 00:00:00",6002
"2017-07-21 00:00:00",6004
"2017-07-22 00:00:00",5378
"2017-07-23 00:00:00",5322
"2017-07-24 00:00:00",5887
"2017-07-25 00:00:00",5833
"2017-07-26 00:00:00",6126
"2017-07-27 00:00:00",6129
"2017-07-28 00:00:00",6085
"2017-07-29 00:00:00",5395
"2017-07-30 00:00:00",5376
"2017-07-31 00:00:00",6002
"2017-08-01 00:00:00",6166
"2017-08-02 00:00:00",6132
"2017-08-03 00:00:00",6096
"2017-08-04 00:00:00",6418
"2017-08-05 00:00:00",5533
"2017-08-06 00:00:00",5436
"2017-08-07 00:00:00",6020
"2017-08-08 00:00:00",6109
"2017-08-09 00:00:00",6072
"2017-08-10 00:00:00",6506
"2017-08-11 00:00:00",6131
"2017-08-12 00:00:00",5495
"2017-08-13 00:00:00",5390
"2017-08-14 00:00:00",6219
"2017-08-15 00:00:00",6284
"2017-08-16 00:00:00",6257
"2017-08-17 00:00:00",6314
"2017-08-18 00:00:00",6488
"2017-08-19 00:00:00",6126
"2017-08-20 00:00:00",5988
"2017-08-21 00:00:00",6896
"2017-08-22 00:00:00",6716
"2017-08-23 00:00:00",6632
"2017-08-24 00:00:00",6688
"2017-08-25 00:00:00",6252
"2017-08-26 00:00:00",5320
"2017-08-27 00:00:00",5116
"2017-08-28 00:00:00",5964
"2017-08-29 00:00:00",6368
"2017-08-30 00:00:00",6826
"2017-08-31 00:00:00",7178
"2017-09-01 00:00:00",6956
"2017-09-02 00:00:00",5939
"2017-09-03 00:00:00",5851
"2017-09-04 00:00:00",6000
"2017-09-05 00:00:00",7260
"2017-09-06 00:00:00",7047
"2017-09-07 00:00:00",7159
"2017-09-08 00:00:00",6649
"2017-09-09 00:00:00",5544
"2017-09-10 00:00:00",5617
"2017-09-11 00:00:00",6788
"2017-09-12 00:00:00",7193
"2017-09-13 00:00:00",7228
"2017-09-14 00:00:00",7458
"2017-09-15 00:00:00",7168
"2017-09-16 00:00:00",6216
"2017-09-17 00:00:00",6135
"2017-09-18 00:00:00",7293
"2017-09-19 00:00:00",7523
"2017-09-20 00:00:00",7628
"2017-09-21 00:00:00",7732
"2017-09-22 00:00:00",7054
"2017-09-23 00:00:00",5908
"2017-09-24 00:00:00",5947
"2017-09-25 00:00:00",7061
"2017-09-26 00:00:00",7281
"2017-09-27 00:00:00",7011
"2017-09-28 00:00:00",7143
"2017-09-29 00:00:00",6671
"2017-09-30 00:00:00",5780
"2017-10-01 00:00:00",5856
"2017-10-02 00:00:00",7051
"2017-10-03 00:00:00",7236
"2017-10-04 00:00:00",6852
"2017-10-05 00:00:00",7239
"2017-10-06 00:00:00",7132
"2017-10-07 00:00:00",6273
"2017-10-08 00:00:00",6316
"2017-10-09 00:00:00",7435
"2017-10-10 00:00:00",7295
"2017-10-11 00:00:00",7077
"2017-10-12 00:00:00",7287
"2017-10-13 00:00:00",6902
"2017-10-14 00:00:00",5909
"2017-10-15 00:00:00",5788
"2017-10-16 00:00:00",6864
"2017-10-17 00:00:00",6991
"2017-10-18 00:00:00",6927
"2017-10-19 00:00:00",7061
"2017-10-20 00:00:00",6613
"2017-10-21 00:00:00",5834
"2017-10-22 00:00:00",5785
"2017-10-23 00:00:00",6927
"2017-10-24 00:00:00",6991
"2017-10-25 00:00:00",6881
"2017-10-26 00:00:00",7036
"2017-10-27 00:00:00",6805
"2017-10-28 00:00:00",5974
"2017-10-29 00:00:00",6003
"2017-10-30 00:00:00",6867
"2017-10-31 00:00:00",7124
"2017-11-01 00:00:00",7093
"2017-11-02 00:00:00",7202
"2017-11-03 00:00:00",7041
"2017-11-04 00:00:00",5994
"2017-11-05 00:00:00",6246
"2017-11-06 00:00:00",7010
"2017-11-07 00:00:00",7065
"2017-11-08 00:00:00",6856
"2017-11-09 00:00:00",7021
"2017-11-10 00:00:00",6515
"2017-11-11 00:00:00",5615
"2017-11-12 00:00:00",5568
"2017-11-13 00:00:00",6787
"2017-11-14 00:00:00",7008
"2017-11-15 00:00:00",6970
"2017-11-16 00:00:00",7044
"2017-11-17 00:00:00",6704
"2017-11-18 00:00:00",5855
"2017-11-19 00:00:00",5706
"2017-11-20 00:00:00",6540
"2017-11-21 00:00:00",6440
"2017-11-22 00:00:00",5518
"2017-11-23 00:00:00",4412
"2017-11-24 00:00:00",4412
"2017-11-25 00:00:00",4412
"2017-11-26 00:00:00",4412
"2017-11-27 00:00:00",20136
"2017-11-28 00:00:00",6864
"2017-11-29 00:00:00",6722
"2017-11-30 00:00:00",6653
"2017-12-01 00:00:00",6492
"2017-12-05 00:00:00",6885
"2017-12-06 00:00:00",6855
"2017-12-08 00:00:00",6853
"2017-12-09 00:00:00",5756
"2017-12-10 00:00:00",5822
"2017-12-11 00:00:00",6742
"2017-12-12 00:00:00",6519
"2017-12-13 00:00:00",6540
"2017-12-14 00:00:00",6441
"2017-12-15 00:00:00",6432
"2017-12-16 00:00:00",5778
"2017-12-17 00:00:00",5841
"2017-12-18 00:00:00",6433
"2017-12-19 00:00:00",6076
"2017-12-20 00:00:00",5812
"2017-12-21 00:00:00",5457
"2017-12-22 00:00:00",4384
"2017-12-23 00:00:00",4347
"2017-12-24 00:00:00",4319
"2017-12-25 00:00:00",4310
"2017-12-26 00:00:00",4402
"2017-12-27 00:00:00",4394
"2017-12-28 00:00:00",4462
"2017-12-29 00:00:00",4393
"2017-12-30 00:00:00",4381
"2017-12-31 00:00:00",4268
"2018-01-01 00:00:00",4465
"2018-01-02 00:00:00",5790
"2018-01-03 00:00:00",5873
"2018-01-04 00:00:00",5862
"2018-01-05 00:00:00",5762
"2018-01-06 00:00:00",5351
"2018-01-07 00:00:00",5241
"2018-01-08 00:00:00",5843
"2018-01-09 00:00:00",5929
"2018-01-10 00:00:00",5839
"2018-01-11 00:00:00",5820
"2018-01-12 00:00:00",6043
"2018-01-13 00:00:00",5477
"2018-01-14 00:00:00",5483
"2018-01-15 00:00:00",5561
"2018-01-16 00:00:00",5515
"2018-01-17 00:00:00",6474
"2018-01-18 00:00:00",6703
"2018-01-19 00:00:00",6641
"2018-01-20 00:00:00",5865
"2018-01-21 00:00:00",5679
"2018-01-22 00:00:00",6686
"2018-01-23 00:00:00",6879
"2018-01-24 00:00:00",7580
"2018-01-25 00:00:00",7323
"2018-01-26 00:00:00",6614
"2018-01-27 00:00:00",5575
"2018-01-28 00:00:00",5658
"2018-01-29 00:00:00",6748
"2018-01-30 00:00:00",6771
"2018-01-31 00:00:00",6771
"2018-02-01 00:00:00",6622
"2018-02-02 00:00:00",6730
"2018-02-03 00:00:00",5837
"2018-02-04 00:00:00",5737
"2018-02-05 00:00:00",6779
"2018-02-06 00:00:00",6690
"2018-02-07 00:00:00",6959
"2018-02-08 00:00:00",6875
"2018-02-09 00:00:00",6640
"2018-02-10 00:00:00",5752
"2018-02-11 00:00:00",5897
"2018-02-12 00:00:00",6830
"2018-02-13 00:00:00",6917
"2018-02-14 00:00:00",6742
"2018-02-15 00:00:00",6789
"2018-02-16 00:00:00",6425
"2018-02-17 00:00:00",5693
"2018-02-18 00:00:00",5747
"2018-02-19 00:00:00",6708
"2018-02-20 00:00:00",6909
"2018-02-21 00:00:00",6924
"2018-02-22 00:00:00",7110
"2018-02-23 00:00:00",6737
"2018-02-24 00:00:00",5871
"2018-02-25 00:00:00",5836
"2018-02-26 00:00:00",6884
"2018-02-27 00:00:00",6872
"2018-02-28 00:00:00",6981
"2018-03-01 00:00:00",6942
"2018-03-02 00:00:00",6655
"2018-03-03 00:00:00",6015
"2018-03-04 00:00:00",5943
"2018-03-05 00:00:00",6922
"2018-03-06 00:00:00",6837
"2018-03-07 00:00:00",6836
"2018-03-08 00:00:00",6751
"2018-03-09 00:00:00",6506
"2018-03-10 00:00:00",5710
"2018-03-11 00:00:00",5477
"2018-03-12 00:00:00",6246
"2018-03-13 00:00:00",6152
"2018-03-14 00:00:00",6245
"2018-03-15 00:00:00",6190
"2018-03-16 00:00:00",5937
"2018-03-17 00:00:00",5681
"2018-03-18 00:00:00",5696
"2018-03-19 00:00:00",6791
"2018-03-20 00:00:00",6933
"2018-03-21 00:00:00",7071
"2018-03-22 00:00:00",6992
"2018-03-23 00:00:00",6662
"2018-03-24 00:00:00",5964
"2018-03-25 00:00:00",5888
"2018-03-26 00:00:00",6962
"2018-03-27 00:00:00",6999
"2018-03-28 00:00:00",6893
"2018-03-29 00:00:00",6881
